Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,657.851013,657.851013,657.851013,657.851013,315.259857,0.0
2000-01-04,659.747009,663.539001,632.257019,638.893005,306.174622,1983754.0
2000-01-05,632.257019,669.51001,631.309998,653.585022,313.215515,4389310.0
2000-01-06,658.799011,658.799011,641.546997,653.585022,313.215515,1500416.0
2000-01-07,655.955017,658.325012,641.737,656.429016,314.578339,1721636.0
2000-01-10,658.799011,672.544006,650.552002,656.429016,314.578339,2149172.0
2000-01-11,658.325012,666.856018,638.893005,649.794006,311.398712,1707911.0
2000-01-12,657.851013,673.018005,646.950012,656.903015,314.80545,1004772.0
2000-01-13,654.059021,660.221008,643.15802,649.794006,311.398712,2970504.0
2000-01-14,652.164001,655.955017,625.622009,629.888,301.859283,3848327.0
2000-01-17,632.163025,632.163025,618.987,621.356018,297.770477,2530404.0
2000-01-18,628.466003,643.632019,626.570007,634.153015,303.903107,5517875.0
2000-01-19,629.414001,644.580017,629.414001,639.367004,306.401764,1432435.0
2000-01-20,638.419006,658.325012,635.101013,639.367004,306.401764,3025049.0
2000-01-21,636.997009,642.684021,626.570007,629.414001,301.632141,4090899.0
2000-01-24,628.466003,643.632019,625.622009,627.992004,300.950653,3719480.0
2000-01-25,625.622009,632.257019,619.934998,627.518005,300.72345,2461800.0
2000-01-26,633.205017,642.684021,625.622009,638.419006,305.947357,2673214.0
2000-01-27,642.684021,653.585022,629.888,632.731018,303.221649,1544344.0
2000-01-28,636.049011,646.476013,633.205017,644.106018,308.672821,2126941.0
2000-01-31,641.263,647.424011,636.997009,642.684021,307.991364,4337887.0
2000-02-01,646.476013,654.059021,640.315002,648.372009,310.717255,4846445.0
2000-02-02,630.362,646.002014,630.362,642.684021,307.991364,3090412.0
2000-02-03,639.841003,657.851013,627.518005,645.528015,309.35437,3543100.0
2000-02-04,641.642029,654.059021,640.789001,642.210999,307.764771,7452380.0
2000-02-07,648.276978,648.276978,634.153015,636.997009,305.266052,5984239.0
2000-02-08,636.997009,652.164001,629.414001,635.101013,304.357422,5066452.0
2000-02-09,649.320007,651.216003,621.830017,626.570007,300.269135,2652164.0
2000-02-10,623.726013,637.945007,618.987,620.882996,297.543701,6579296.0
2000-02-11,624.674011,625.622009,612.351013,619.934998,297.089478,8421543.0
2000-02-14,624.674011,624.674011,611.403015,613.299011,293.909302,8749934.0
2000-02-15,610.455017,614.721008,590.549011,593.867004,284.597015,3285021.0
2000-02-16,605.716003,605.716003,589.601013,603.346008,289.139618,3601959.0
2000-02-17,596.426025,611.403015,589.601013,603.346008,289.139618,3122320.0
2000-02-18,603.346008,603.346008,596.710999,600.028015,287.5495,2202534.0
2000-02-21,599.36499,619.460999,597.184998,611.403015,293.000671,2927206.0
2000-02-22,618.039001,625.622009,612.351013,619.934998,297.089478,2216804.0
2000-02-23,619.934998,635.101013,619.934998,629.888,301.859283,1964656.0
2000-02-24,630.645996,638.893005,616.143005,624.674011,299.360443,2340072.0
2000-02-25,620.788025,637.945007,610.455017,634.153015,303.903107,2697510.0
2000-02-28,623.726013,649.320007,623.726013,635.101013,304.357422,3111022.0
2000-02-29,616.143005,661.643005,616.143005,654.53302,313.669769,3186908.0
2000-03-01,643.252991,677.757019,661.169006,666.856018,319.575226,3824875.0
2000-03-02,663.065002,676.809021,654.059021,666.382019,319.348114,1158085.0
2000-03-03,667.804016,669.984009,657.377014,666.382019,319.348114,1015150.0
2000-03-06,703.825012,706.195007,670.174011,675.387024,323.663483,1681397.0
2000-03-07,706.195007,706.195007,663.539001,682.497009,327.070953,19740001.0
2000-03-08,689.132019,689.132019,672.070007,679.653015,325.707977,2408479.0
2000-03-09,682.497009,685.341003,674.914001,678.705017,325.253632,5681812.0
2000-03-10,674.914001,682.497009,673.018005,677.757019,324.799194,1993521.0
2000-03-13,683.445007,684.393005,663.539001,678.231018,325.026428,8982890.0
2000-03-14,678.705017,684.867004,671.122009,677.28302,324.572113,2764388.0
2000-03-15,675.387024,678.705017,658.799011,663.539001,317.985596,973531.0
2000-03-16,666.382019,676.335022,654.059021,662.117004,317.30426,2046619.0
2000-03-17,662.021973,680.127014,656.903015,669.700012,320.938171,2657509.0
2000-03-20,673.018005,734.632019,663.539001,674.914001,323.436859,6000699.0
2000-03-21,674.723999,708.564026,663.539001,682.497009,327.070953,1466491.0
2000-03-22,681.549011,704.77301,664.486023,684.867004,328.206543,2462999.0
2000-03-23,732.262024,732.262024,676.809021,703.351013,337.064667,2655293.0
2000-03-24,701.455017,747.903015,700.507019,737.476013,353.418182,3711216.0
2000-03-27,745.059021,748.851013,720.887024,731.788025,350.692352,2555207.0
2000-03-28,728.94397,733.684021,709.038025,726.101013,347.967102,3013492.0
2000-03-29,720.413025,735.580017,706.195007,733.210022,351.373901,2103118.0
2000-03-30,721.835022,721.835022,682.497009,700.981018,335.928925,1880545.0
