Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,320.128998,320.128998,320.128998,320.128998,181.896729,0.0
2000-01-04,328.45401,328.45401,328.45401,328.45401,186.627014,16860928.0
2000-01-05,323.809998,323.809998,323.809998,323.809998,183.988251,6643415.0
2000-01-06,340.722992,340.722992,340.722992,340.722992,193.598221,12632084.0
2000-01-07,338.532013,338.532013,338.532013,338.532013,192.353256,15847642.0
2000-01-10,333.010986,333.010986,333.010986,333.010986,189.216232,9507070.0
2000-01-11,322.933014,322.933014,322.933014,322.933014,183.48996,6339301.0
2000-01-12,312.855011,312.855011,312.855011,312.855011,177.763641,10456248.0
2000-01-13,305.230988,305.230988,305.230988,305.230988,173.431656,6869265.0
2000-01-14,308.737,308.737,308.737,308.737,175.423813,10645922.0
2000-01-17,304.09201,304.09201,304.09201,304.09201,172.784561,7149842.0
2000-01-18,287.265991,287.265991,287.265991,287.265991,163.22403,12409262.0
2000-01-19,297.958008,297.958008,297.958008,297.958008,169.299194,18918390.0
2000-01-20,295.32901,295.32901,295.32901,295.32901,167.805405,19917877.0
2000-01-21,281.744995,281.744995,281.744995,281.744995,160.087021,11974807.0
2000-01-24,271.929993,271.929993,271.929993,271.929993,154.510132,10398404.0
2000-01-25,265.095001,265.095001,265.095001,265.095001,150.626495,9924605.0
2000-01-26,262.727997,262.727997,262.727997,262.727997,149.28154,11806877.0
2000-01-27,269.476013,269.476013,269.476013,269.476013,153.115768,18136140.0
2000-01-28,275.434998,275.434998,275.434998,275.434998,156.501648,7067876.0
2000-01-31,280.694,280.694,280.694,280.694,159.489822,4759706.0
2000-02-01,287.70401,287.70401,287.70401,287.70401,163.472885,10367027.0
2000-02-02,265.356995,265.356995,265.356995,265.356995,150.775345,8670065.0
2000-02-03,280.431,280.431,280.431,280.431,159.340408,6018699.0
2000-02-04,271.492004,271.492004,271.492004,271.492004,154.26123,12757990.0
2000-02-07,272.806,272.806,272.806,272.806,155.007858,7362357.0
2000-02-08,262.903992,262.903992,262.903992,262.903992,149.381592,12109207.0
2000-02-09,243.186005,243.186005,243.186005,243.186005,138.177841,14454860.0
2000-02-10,251.335999,251.335999,251.335999,251.335999,142.80867,9593672.0
2000-02-11,246.516006,246.516006,246.516006,246.516006,140.069946,4705097.0
2000-02-14,237.927994,237.927994,237.927994,237.927994,135.190262,6559289.0
2000-02-15,248.005997,248.005997,248.005997,248.005997,140.916534,6023640.0
2000-02-16,278.23999,278.23999,278.23999,278.23999,158.095428,12466051.0
2000-02-17,272.981995,272.981995,272.981995,272.981995,155.107895,14184744.0
2000-02-18,265.79599,265.79599,265.79599,265.79599,151.02478,9811879.0
2000-02-21,265.53299,265.53299,265.53299,265.53299,150.875366,8209541.0
2000-02-22,236.175003,236.175003,236.175003,236.175003,134.194214,8409779.0
2000-02-23,246.690994,246.690994,246.690994,246.690994,140.169357,10846991.0
2000-02-24,247.391998,247.391998,247.391998,247.391998,140.567657,10872733.0
2000-02-25,250.634995,250.634995,250.634995,250.634995,142.410355,3106729.0
2000-02-28,234.684998,234.684998,234.684998,234.684998,133.34761,6028462.0
2000-02-29,226.973999,226.973999,226.973999,226.973999,128.966187,10214456.0
2000-03-01,230.479004,230.479004,230.479004,230.479004,130.957764,14280550.0
2000-03-02,253.264008,253.264008,253.264008,253.264008,143.904129,9107289.0
2000-03-03,241.695999,241.695999,241.695999,241.695999,137.331223,11311461.0
